Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
f5587c1d-3e66-f48a-4983-639e5d47daec,1968-01-10,,999-59-6461,S99920847,X23632722X,Mr.,Ira784,Maria750,Wilkinson796,,,M,white,nonhispanic,M,Billerica  Massachusetts  US,613 Spinka Union Unit 95,Whitman,Massachusetts,Plymouth County,,00000,42.10420747180668,-70.98735975003216,13567.07,123120.61,150590
385d3f87-6ae7-e808-ddee-57ef0f0d82d3,1977-10-14,,999-10-6016,S99984942,X37828174X,Ms.,Darlene91,Cordie578,Thompson596,,,S,white,nonhispanic,F,West Concord  Massachusetts  US,959 Gleichner Knoll Unit 2,Haverhill,Massachusetts,Essex County,25009,01835,42.718018492726685,-71.10519244718215,11528.39,835092.77,16923
5b962bd2-49f6-4ef9-7b55-4df8d2cc7616,1973-04-06,,999-14-5843,S99915518,X21586472X,Mrs.,Leticia253,Ramona980,Figueroa648,,Ontiveros947,M,white,hispanic,F,Port-au-Prince  Haiti  HT,422 Sanford Gate Suite 2,Newton,Massachusetts,Middlesex County,25017,02472,42.35488927430334,-71.18627018923415,206523.53,461591.18,146804
b1ac4f4e-4950-1cf6-ce9f-8ed45460aa50,1980-01-02,,999-73-4764,S99999319,X28370366X,Mr.,Andrea7,Rufus33,Jaskolski867,,,M,white,nonhispanic,M,Malden  Massachusetts  US,694 Schinner Rue,Leominster,Massachusetts,Worcester County,25027,01420,42.48902132344331,-71.73744460462305,107343.21,99004.89,40041
4724eba6-2c27-b421-e21f-d1d4c305f29d,1986-07-21,,999-12-4518,S99925043,X40030190X,Mrs.,Luci727,Wesley533,Klocko335,,Kulas532,M,white,nonhispanic,F,Lynn  Massachusetts  US,865 Rau Ranch,Canton,Massachusetts,Norfolk County,,00000,42.22231605251477,-71.08289683231952,115464.34,423247.21,27951
cdb4107a-22a1-2975-3193-b13acae85a51,2009-01-12,,999-21-1407,,,,Devon268,Daine571,Bayer639,,,,white,nonhispanic,F,Seekonk  Massachusetts  US,240 Dietrich Throughway,East Falmouth,Massachusetts,Barnstable County,25001,02536,41.580765316859555,-70.56459126649537,25469.20,0.00,85954
c2f1ee48-48a2-bb25-8c04-b18826dc49e0,2017-09-11,,999-28-6562,,,,José Eduardo181,Salvador46,Sedillo152,,,,white,hispanic,M,San Jose  San Jose  CR,1049 Considine Stravenue,Uxbridge,Massachusetts,Worcester County,,00000,42.04373567585156,-71.65243979007596,10797.00,0.00,82237
414a1c96-6dac-6045-26ff-7027cbb24a6d,1982-08-02,,999-40-4023,S99981410,X25202290X,Mr.,Leonel449,Terrance440,Cruickshank494,,,M,white,nonhispanic,M,Foxborough  Massachusetts  US,686 Johnston Wynd,Everett,Massachusetts,Middlesex County,25017,02149,42.43887292535215,-71.07723035721233,16823.04,249050.06,16846
6375a86a-06eb-3681-d1a6-d5156032e6c8,1966-07-29,,999-96-6416,S99963769,X68056097X,Mr.,Noah480,Eldridge510,Daugherty69,,,S,white,nonhispanic,M,Westfield  Massachusetts  US,155 Greenholt Extension,Gloucester,Massachusetts,Essex County,25009,01930,42.624918480636204,-70.67688103493442,29619.60,415999.02,6342
427ec05d-1af0-51f6-e4be-0878b0cc6b5b,1995-08-24,,999-78-1664,S99910150,X74571212X,Mr.,Filiberto722,Curt84,Kessler503,,,M,asian,nonhispanic,M,Worcester  Massachusetts  US,279 Douglas Ville Apt 76,Weymouth,Massachusetts,Norfolk County,25021,02189,42.20487122012408,-70.91450456945554,45359.20,1087.35,36071
0c93ba3a-c467-8d0c-a864-769f7552f1d7,1962-12-20,,999-32-2304,S99999349,X51173776X,Mr.,Moses679,Richie600,Wolf938,,,S,white,nonhispanic,M,Barnstable  Massachusetts  US,585 Trantow Passage,Barnstable,Massachusetts,Barnstable County,25001,02630,41.69708658182762,-70.23545535030009,11040.58,154634.02,5598
c71a2e84-2e6b-4470-c08c-61ef8c53a4aa,1990-02-27,,999-83-1504,S99958648,X19748631X,Mr.,Josh874,Jere230,Kuhic920,,,M,white,nonhispanic,M,Wayland  Massachusetts  US,1069 Hodkiewicz Meadow Unit 45,Milton,Massachusetts,Norfolk County,25021,02186,42.194942964769986,-71.04142123348603,35422.84,17805.84,474261
30160682-bfb8-8a8a-d83a-fe7f6c3d0486,2007-02-07,,999-90-4298,S99921170,,,Mildred587,,Schinner682,,,,white,nonhispanic,F,Pembroke  Massachusetts  US,156 Schumm Esplanade Suite 0,Salem,Massachusetts,Essex County,25009,01907,42.46848564689528,-70.88929454683291,24639.24,10746.23,46230
312dca65-dae5-fb7d-3ebd-0be4629b16e9,2005-05-11,,999-99-3175,S99968908,,Ms.,Trena506,Cherish740,Wunsch504,,,,asian,nonhispanic,F,Hong Kong  Hong Kong Special Administrative Region  CN,652 Hamill Trailer,Wellesley,Massachusetts,Norfolk County,25021,02482,42.30179256964539,-71.20059408134286,79265.23,166595.88,417
00637a4f-318f-70fa-2577-085263a2b19b,1976-04-23,,999-95-2400,S99934103,X24248353X,Mr.,Perry780,Kendrick479,Prosacco716,,,M,white,nonhispanic,M,Fitchburg  Massachusetts  US,320 Okuneva Club,Lawrence,Massachusetts,Essex County,25009,01843,42.65369711150798,-71.20654937224643,6564.06,90370.54,11846
bd45fa98-7ece-6789-d1de-e3149fe31c34,1964-12-30,,999-92-4958,S99911584,X34138157X,Mr.,Danilo179,Keith571,Raynor401,,,M,white,nonhispanic,M,Braintree  Massachusetts  US,301 Hirthe Run Apt 56,Franklin,Massachusetts,Norfolk County,25021,02038,42.07152624643719,-71.41583044648499,139625.88,127590.79,106666
fb025c53-5aa1-0d04-97bf-7330bcdca4a8,2020-03-29,,999-21-1302,,,,Carolina179,,Valdés907,,,,white,hispanic,F,San Salvador  El Salvador  SV,260 Carter Course Unit 62,Revere,Massachusetts,Suffolk County,25025,02151,42.40370296780482,-70.96180513899846,850.00,15111.10,6601
85dc70a6-2c81-3653-01f3-dcb6c834cba8,2006-01-05,,999-98-5640,S99942262,,Mr.,George991,Rufus33,Hodkiewicz467,,,,white,nonhispanic,M,Boston  Massachusetts  US,1022 Leuschke Gate,Huntington,Massachusetts,Hampshire County,25015,01050,42.281191314478825,-72.87515348828718,34640.39,1571.54,41272
af76da63-d374-8ae2-b26b-8ca0284913dc,1974-03-25,,999-32-3708,S99983523,X86950324X,Mrs.,Gracie337,Lee268,Grimes165,,Emard19,M,white,nonhispanic,F,Taunton  Massachusetts  US,1019 Lebsack Landing Apt 21,Boston,Massachusetts,Suffolk County,25025,02113,42.36264652345462,-71.12014058364483,274118.51,660171.90,166719
b4dd4538-6cb9-5300-6b15-d9bb37b75276,1951-07-28,,999-46-9742,S99977348,X49593698X,Mrs.,Renae431,Twana617,Barton704,,Wiegand701,M,white,nonhispanic,F,Burlington  Massachusetts  US,1003 Kessler Hollow Unit 95,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.44425815333582,-73.23526040671264,983129.79,166253.36,91966
48188c13-d17f-5498-ad88-2a43f73e4b37,1954-12-05,,999-54-9581,S99923423,X62737075X,Mr.,Wilson960,Elden718,Lehner980,,,M,white,nonhispanic,M,Norwell  Massachusetts  US,718 Lueilwitz Vale,Salem,Massachusetts,Essex County,25009,01970,42.49659354469154,-70.88243614371511,149245.75,206758.61,28780
26164f6c-dddd-261c-b2f2-194ea9f8196b,2005-11-06,,999-71-6748,S99934491,,Ms.,Chasidy481,Shirely692,Hoeger474,,,,asian,nonhispanic,F,Reading  Massachusetts  US,852 Halvorson Mission Apt 64,Lexington,Massachusetts,Middlesex County,25017,02421,42.499624550370434,-71.2407509022857,55566.58,59407.09,92656
ffcb7d65-4808-225b-3ff9-835c3f723c6a,1961-02-16,1999-04-29,999-16-7757,S99951598,X37889622X,Mr.,Bart73,Alfredo17,Huels583,,,M,white,nonhispanic,M,Boston  Massachusetts  US,724 Schultz Spur Apt 6,Charlton,Massachusetts,Worcester County,,00000,42.13230191384011,-72.00118018134445,36092.23,494678.56,14114
d47a2086-91b4-c3be-814e-db63a0935fc7,2017-08-11,,999-85-4246,,,,Jordon466,Dean966,Gibson10,,,,white,nonhispanic,M,West Springfield  Massachusetts  US,650 Parker Rest,Weston,Massachusetts,Middlesex County,,00000,42.342231841828024,-71.32972473327797,13745.20,0.00,567299
b95fc1c8-baa2-d5cd-65db-5bcfa565886f,2004-08-17,,999-55-2817,S99939660,X16086625X,Ms.,Cinda869,Versie644,DuBuque211,,,,other,nonhispanic,F,Woburn  Massachusetts  US,1046 Friesen Loaf Suite 21,Nantucket,Massachusetts,Nantucket County,25019,02554,41.262466974289495,-70.12277122649247,57744.52,31585.65,93986
c0a06d36-a82d-0a53-9b54-de08bf4b8f7d,2015-01-05,,999-26-9319,,,,Moses679,Lamar193,O'Kon634,,,,white,nonhispanic,M,Dennis  Massachusetts  US,596 Hane Trailer Apt 53,Medford,Massachusetts,Middlesex County,25017,02145,42.42964451536924,-71.07519672007776,6055.72,5502.64,26894
23f87f96-fb50-91e0-11ac-7af91708bcd4,1928-09-28,2019-07-30,999-29-6704,S99973537,X5443115X,Mrs.,September423,,Lynch190,,O'Hara248,W,white,nonhispanic,F,Walpole  Massachusetts  US,971 Kling Street,Auburn,Massachusetts,Worcester County,,00000,42.205015609497686,-71.8184682637215,1272288.67,561077.00,36213
a6cf33d6-2128-f45d-073a-6da82e62fe30,1968-10-17,,999-65-1246,S99950820,X58840422X,Mr.,Pedro316,Ramiro608,Abeyta738,,,M,white,hispanic,M,Guatemala City  Guatemala  GT,828 Emard Bridge,North Andover,Massachusetts,Essex County,,00000,42.683587709035706,-71.0753129718536,122283.14,0.00,79714
1af2ccff-10f9-f4ab-cd75-673dec90bff8,1983-03-18,,999-45-6895,S99934728,X33949994X,Mrs.,Trinity427,Dessie725,Waters156,,Toy286,M,black,nonhispanic,F,Saugus  Massachusetts  US,1003 Runolfsdottir Dam,Lunenburg,Massachusetts,Worcester County,25027,01462,42.589768636452085,-71.74098883481615,104130.28,161545.17,35537
fc2b5904-6994-4ae0-39a3-7e24a8c317a0,1961-02-16,,999-78-5336,S99967923,X25244492X,Mr.,Damian46,Willard975,Mosciski958,,,D,white,nonhispanic,M,Boston  Massachusetts  US,812 Reynolds Hollow Suite 9,Charlton,Massachusetts,Worcester County,,00000,42.10634089654839,-71.99161336705765,15799.00,217820.34,14114
4ba805c8-e824-a471-ad0d-b402a5f9fab8,1983-04-07,,999-53-2046,S99999778,X89937689X,Mr.,Marshall526,Refugio197,Goodwin327,,,M,white,nonhispanic,M,Newton  Massachusetts  US,750 Glover Pathway,Natick,Massachusetts,Middlesex County,,00000,42.3098936349761,-71.37293382821926,51185.33,0.00,58261
94d865dc-7a01-2471-5b21-8bb380c48d21,1962-09-22,,999-12-2753,S99976026,X63517069X,Mrs.,Renate369,Bobbi508,Hoeger474,,Cummerata161,M,asian,nonhispanic,F,Boston  Massachusetts  US,767 Jones Knoll Apt 84,Lowell,Massachusetts,Middlesex County,25017,01850,42.61842460865191,-71.35748531267039,12413.06,524048.86,3634
77a99d1c-61b2-3f9d-52e2-95e078ffbb71,2017-01-14,,999-62-9493,,,,Mireya881,Rosamaria757,Connelly992,,,,white,nonhispanic,F,Mansfield Center  Massachusetts  US,244 Casper Approach Suite 79,Shrewsbury,Massachusetts,Worcester County,,00000,42.23999130978264,-71.70299234892789,26288.96,3569.63,63937
099803c6-d5d9-00a9-381f-ae01e5c4f02e,2014-05-16,,999-27-3696,,,,Teddy976,Allan198,Schamberger479,,,,black,nonhispanic,M,Gloucester  Massachusetts  US,521 Kemmer Road,Boston,Massachusetts,Suffolk County,25025,02111,42.26280341311187,-71.11022483449706,1600.00,12965.57,16454
c1031676-ac4a-3439-5ba4-44c4a97a0c5f,2016-08-16,,999-16-3771,,,,Jacinda154,Alethia102,Goldner995,,,,white,nonhispanic,F,Ashland  Massachusetts  US,404 McDermott Approach Suite 88,Belmont,Massachusetts,Middlesex County,25017,02472,42.39083981393889,-71.1958705462268,12408.16,15451.83,814883
499dbec2-4362-73c9-a584-b34efd0de1fa,2003-08-28,,999-63-6697,S99993838,X56256318X,Ms.,Rosalva540,Marietta439,Stroman228,,,,white,nonhispanic,F,Adams  Massachusetts  US,591 Gleichner Vale,Brockton,Massachusetts,Plymouth County,25023,02301,42.12501821693234,-70.97730534409727,4550.00,185612.58,16575
1f0cdeda-de92-eaba-1dd4-2421bc916e86,1971-11-15,,999-94-3645,S99960428,X79051185X,Mr.,William805,Bart73,Wolff180,,,M,white,nonhispanic,M,Boston  Massachusetts  US,916 Crona Fork,Acton,Massachusetts,Middlesex County,,00000,42.469327498435064,-71.4719816919168,57212.31,52378.59,691104
0acee61d-b746-2f3a-bd60-9153dfdddb35,1928-09-28,2011-06-26,999-85-2614,S99930503,X61539585X,Ms.,Cherish740,,Lubowitz58,,,S,white,nonhispanic,F,Brockton  Massachusetts  US,897 Dickinson Trail Unit 32,Auburn,Massachusetts,Worcester County,,00000,42.23858837075229,-71.87870429494333,729471.29,1195864.40,36213
c3f80d79-9828-4462-3504-e95f45c539e9,1968-09-05,,999-36-2961,S99916387,X83272548X,Mr.,Teodoro374,Miguel Ángel46,Dueñas839,,,D,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,928 Farrell Arcade,Haverhill,Massachusetts,Essex County,25009,01835,42.73734205144442,-71.13267608227748,99491.96,26246.33,109554
125ab94e-2be8-e220-89cd-de1d5abc43bc,1968-09-30,,999-48-3029,S99924936,X89410017X,Mr.,Arron144,,Hagenes547,,,M,white,nonhispanic,M,Wilbraham  Massachusetts  US,317 Wuckert Rest Unit 18,Brockton,Massachusetts,Plymouth County,25023,02301,42.06520475148753,-71.05609000592305,13060.89,132829.10,503
92249467-5de0-94b6-8fe3-0e079d4f871d,1968-01-19,2018-08-30,999-56-2455,S99948541,X55508164X,Mr.,Cornell131,Brian582,Schmitt836,,,M,white,nonhispanic,M,Sandwich  Massachusetts  US,169 Heidenreich Trailer,Salem,Massachusetts,Essex County,25009,01970,42.52917893442512,-70.92711134018774,176438.25,609646.71,74333
51ea67f3-1bdc-b039-008f-41d977f10ef7,1988-12-27,,999-69-1814,S99942648,X51506935X,Mrs.,Elsa29,Catalina187,Flórez858,,Niño185,M,white,hispanic,F,Mexico City  Mexico City  MX,1081 Kling Trailer Apt 99,Revere,Massachusetts,Suffolk County,25025,02151,42.37555084583366,-71.03087308286415,234064.22,187976.54,41266
6d1d12c1-9c75-6a37-9fd5-85fd574a8109,1975-12-18,,999-43-9121,S99948398,X25027133X,Mr.,Rory188,Edwardo860,Mitchell808,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,378 Simonis Course,Medway,Massachusetts,Norfolk County,,00000,42.1580118617794,-71.47110740054349,64412.55,2012.70,72896
0a362327-38ec-9822-4295-bb55f575a1bb,1978-08-14,,999-37-3898,S99970523,X58810103X,Mrs.,Imogene688,Donetta1,Flatley871,,Sauer652,M,white,nonhispanic,F,Amherst Center  Massachusetts  US,550 Ondricka Approach,Maynard,Massachusetts,Middlesex County,25017,01754,42.38263508231237,-71.44171973622795,264739.92,433177.50,239240
a37f1703-9f28-314f-d20e-3c0ddcd00663,1968-01-19,,999-77-2345,S99949071,X83275906X,Mr.,Winfred745,Rolland302,Rutherford999,,,M,white,nonhispanic,M,Belmont  Massachusetts  US,821 Lehner Quay Apt 13,Salem,Massachusetts,Essex County,25009,01970,42.502238120640996,-70.92617841945133,56421.49,11068.33,74333
165a18f1-b3c3-cbf4-149a-30aecea379a9,1970-09-11,,999-28-8470,S99995958,X7224965X,Mrs.,Lavona767,Cassy835,O'Connell601,,Steuber698,M,white,hispanic,F,Dennis  Massachusetts  US,299 Oberbrunner Loaf Suite 59,East Longmeadow,Massachusetts,Hampden County,,00000,42.05806713808474,-72.46547401353898,446220.54,201679.83,113764
40b06c7d-33fa-f4b4-fa25-c429e3dd320a,1928-09-28,2002-02-02,999-22-3825,S99952044,X86547853X,Mrs.,Alexa171,Tess185,Cronin387,,Konopelski743,D,white,nonhispanic,F,Northbridge  Massachusetts  US,410 Harber Fort,Auburn,Massachusetts,Worcester County,,00000,42.231974130566115,-71.86792226889312,1127706.87,674123.76,36213
2359bea5-9a96-a4d2-dbb0-aad16c8ac2ca,1939-12-02,,999-45-6881,S99960260,X20056348X,Mrs.,María842,,Jiménez568,,Cuellar188,W,white,hispanic,F,Juarez  Chihuahua  MX,818 Hettinger Wynd,Athol,Massachusetts,Worcester County,25027,01331,42.53065162569429,-72.20743759269618,349128.68,1128064.35,130046
ecf61ed9-9a04-c0fd-cad9-a902c1352f72,1927-05-07,2010-11-15,999-59-4305,S99967343,X58699342X,Mrs.,Michelle423,Shawn523,Bruen238,,Grimes165,M,asian,nonhispanic,F,Cantho  Cần Thơ  VN,595 Balistreri Meadow Suite 38,North Andover,Massachusetts,Essex County,,00000,42.628551814081604,-71.12688231660084,218446.24,1096443.60,255987
c1230f5e-0775-1f06-d775-4b323a3bc6dd,1971-01-22,,999-92-4837,S99924979,X65019633X,Mrs.,Liz413,,Zemlak964,,Douglas31,M,white,nonhispanic,F,Milton  Massachusetts  US,801 Miller Camp,Cambridge,Massachusetts,Middlesex County,25017,02142,42.368314908926315,-71.0903048110211,1400725.59,761777.45,40379
c6c9c63d-c0e3-c932-fd2b-cf8ea1a710ea,1955-12-03,,999-75-6395,S99971875,X87224983X,Mrs.,Karla801,Dominga527,Paucek755,,Hodkiewicz467,M,white,nonhispanic,F,Lynn  Massachusetts  US,794 Borer Rest Apt 78,Duxbury,Massachusetts,Plymouth County,25023,02332,42.05296573089802,-70.73003581207962,300790.16,772049.54,171475
6ecebb9e-8c1f-a475-52e3-71812aeac992,2017-02-11,,999-83-5382,,,,Cheyenne169,,Gleason633,,,,white,nonhispanic,F,Freetown  Massachusetts  US,248 Lemke Fort Unit 20,Falmouth,Massachusetts,Barnstable County,25001,02540,41.63709852498771,-70.58967232206702,10832.08,0.00,173958
c77c7002-95fd-0a99-3315-0badcaad1152,1928-09-28,2005-02-26,999-10-7666,S99954152,X14122567X,Mrs.,Nicky270,Dorethea38,Balistreri607,,Sipes176,D,white,nonhispanic,F,Savoy  Massachusetts  US,914 Blick Club Apt 91,Auburn,Massachusetts,Worcester County,,00000,42.237498692665106,-71.85174737711,760906.01,294198.83,36213
a7c27a88-03cb-3fff-ad3d-d6cf8456a536,1969-05-13,,999-86-1665,S99927494,X69784375X,Ms.,Isidra572,Chaya236,Jacobs452,,,S,white,nonhispanic,F,Nahant  Massachusetts  US,158 Emmerich Ranch,Leominster,Massachusetts,Worcester County,25027,01453,42.55366275937939,-71.80366446364765,904224.98,704794.82,77640
bfaf3dcc-5a4b-0193-7dbe-acbd5d5b048a,1975-08-28,,999-19-8955,S99971241,X68672812X,Mr.,Vicente970,Ramón841,Bahena335,,,M,white,hispanic,M,Kingston  Kingston  JM,363 Jerde Avenue,Westfield,Massachusetts,Hampden County,25013,01086,42.19911749322667,-72.72838044432766,20958.21,82329.33,29999
599aa569-4541-4216-5613-785c88c6e156,1927-05-07,,999-82-7768,S99924246,X37805727X,Mrs.,Caitlin552,Gwenn701,Lakin515,,Marquardt819,D,asian,nonhispanic,F,Hanoi  Hà Đông  VN,930 Sporer Brook Apt 0,North Andover,Massachusetts,Essex County,,00000,42.62723206823243,-71.11653407839152,237579.41,1381954.92,255987
1db4e5d4-f598-bd13-7c2f-c015df4b26a1,1928-09-28,2013-05-06,999-67-4964,S99999327,X53572817X,Ms.,Leila837,Tina856,Hermiston71,,,S,white,nonhispanic,F,Mashpee  Massachusetts  US,1076 Dickinson Crossroad Apt 94,Auburn,Massachusetts,Worcester County,,00000,42.21733075879784,-71.81605293021538,839838.12,678267.16,36213
f615ae77-206c-6407-a8db-91f8b0189854,1963-03-15,,999-92-1844,S99910875,X56274802X,Ms.,Donya787,Suellen60,Langworth352,,,S,white,nonhispanic,F,Brockton  Massachusetts  US,344 Metz Highlands Suite 25,Somerville,Massachusetts,Middlesex County,25017,02143,42.37672468433181,-71.06257856238663,908234.04,413666.35,76509
a0b1e54f-d782-836d-bf66-10e9dd6fba4a,1937-07-18,,999-11-8198,S99979503,X41139878X,Ms.,Torrie697,,Brown30,,,S,white,nonhispanic,F,Westfield  Massachusetts  US,617 Gleason Avenue,West Newbury,Massachusetts,Essex County,,00000,42.83077863313936,-70.94647989452943,1257530.48,707646.59,95540
a66eda87-a714-c0cd-c4bb-d5e573ba9c84,1995-05-17,,999-64-7147,S99934517,X12121526X,Mrs.,Stephnie566,Rae910,Ratke343,,Robel940,M,white,nonhispanic,F,Boston  Massachusetts  US,282 Schowalter Ramp,Norwood,Massachusetts,Norfolk County,25021,02062,42.144024945767,-71.17245694189945,7677.08,551377.90,11107
799f13ef-12da-8730-6812-845edb1cd4b8,2024-01-02,,999-92-9848,,,,Wilmer32,Reid278,Hoppe518,,,,white,nonhispanic,M,Weston  Massachusetts  US,471 Mraz Fork,Lowell,Massachusetts,Middlesex County,25017,01852,42.67306488120525,-71.30344274015681,100.00,3866.37,14559
a0a8e357-d41f-f040-ffde-150b0bf45562,1984-01-15,,999-40-7913,S99915680,X77876201X,Mrs.,Annabelle638,Mazie442,Moore224,,Cummerata161,M,white,nonhispanic,F,Brockton  Massachusetts  US,476 Runte Parade Suite 21,Worcester,Massachusetts,Worcester County,25027,01607,42.27590986656151,-71.67697858737026,432267.81,721991.87,47103
36e284be-0b01-e552-0321-4e586c755b98,2008-09-06,,999-96-4025,,,,Maisie206,Charlsie105,Koelpin146,,,,white,nonhispanic,F,Medway  Massachusetts  US,262 Terry Trafficway Apt 22,Cambridge,Massachusetts,Middlesex County,25017,02472,42.32645025960803,-71.08427842410256,24941.39,0.00,82244
