Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
b4aec98d-5553-8b5a-8c72-e89d2725a6af,1941-05-27,2011-05-18,999-27-8831,S99961552,X82922927X,Mr.,Mitchel812,,Dickinson688,,,S,white,nonhispanic,M,Montevallo  Alabama  US,869 Howell Alley,Huntsville,Alabama,Madison County,1089,35896,34.58975222154462,-86.55473024705357,257987.31,218435.61,2753
860f8f86-5080-c147-13e4-ec4523140622,1941-05-27,2001-09-30,999-15-9888,S99934742,X7183330X,Mr.,Austin578,,Nader710,,,M,white,nonhispanic,M,Florence  Alabama  US,464 Reichert Union Apt 21,Huntsville,Alabama,Madison County,1089,35816,34.597167394057955,-86.7888321974866,434860.98,160933.99,2753
6e7dde7a-9e0c-bb0b-8264-8bef55d9047f,1941-05-27,1996-07-08,999-22-8636,S99998270,X22602896X,Mr.,Floyd420,,Morissette863,,,M,white,nonhispanic,M,Tillmans Corner  Alabama  US,625 Kunze Ferry Suite 77,Huntsville,Alabama,Madison County,1089,35773,34.78574467268833,-86.73469477510997,844216.13,165993.75,2753
f7022ccf-1aba-0b6c-60e6-b17d85ddba2d,1952-12-31,2015-10-05,999-55-4097,S99915087,X14708305X,Mr.,Kenneth671,Broderick767,Dach178,,,M,white,nonhispanic,M,Talladega  Alabama  US,770 Stark Trafficway,Muscle Shoals,Alabama,Colbert County,1033,35661,34.682871985153646,-87.50491848705798,165795.54,716373.98,184177
a472e1aa-5c25-208f-0acd-28d7b416fe8f,1941-05-27,2017-07-16,999-78-2162,S99985660,X32197789X,Mr.,Wiley422,Shane235,Lowe577,,,M,white,nonhispanic,M,Montgomery  Alabama  US,330 Hilll View Apt 26,Huntsville,Alabama,Madison County,1089,35759,34.833852470395115,-86.55803308617797,68101.58,392717.27,2753
9c83022a-37c4-7252-1480-229d15322bc2,1955-02-07,2021-05-21,999-24-9848,S99925045,X3250295X,Mr.,Walter473,Troy560,Conn188,,,S,white,nonhispanic,M,Dothan  Alabama  US,827 Stiedemann Drive,Huntsville,Alabama,Madison County,1089,35805,34.8066872669862,-86.47443990682683,226153.61,409327.25,26817
1ef23c00-33d1-531a-e130-438fff921f38,1997-01-10,,999-42-2837,S99996285,X75306150X,Ms.,Darcy899,Lilly908,Sawayn19,,,,white,nonhispanic,F,Homewood  Alabama  US,858 Moore Trail Unit 76,Oxford,Alabama,Calhoun County,1121,36268,33.69702565035272,-85.76344632465643,79005.89,186488.75,22235
556d00c0-3afe-3cf6-4d30-2c91ee8cc0f8,1955-02-07,,999-13-6984,S99979152,X49811365X,Mr.,Darnell564,,Hansen121,,,M,white,nonhispanic,M,Homewood  Alabama  US,509 Monahan Landing Apt 87,Huntsville,Alabama,Madison County,1089,35759,34.73824698639056,-86.51746292746319,192259.94,1021317.07,26817
6a7d2db4-a98e-05f8-fced-70693e57144a,1941-05-27,,999-20-4761,S99933919,X61076446X,Mr.,Louie190,Federico589,Wolf938,,,M,white,nonhispanic,M,Troy  Alabama  US,955 Kuvalis Avenue,Huntsville,Alabama,Madison County,1089,35896,34.72734374644071,-86.42769820089366,90196.41,311251.71,2753
fa91e583-9e68-9be9-6fb5-9a9a0da6c55a,1964-02-23,,999-50-9205,S99984737,X60069645X,Mr.,Emory494,Emil691,Murray856,,,M,white,nonhispanic,M,Vestavia Hills  Alabama  US,168 Toy Ramp,Hoover,Alabama,Shelby County,1073,35226,33.31051341296356,-86.98786399503952,89247.94,6443.82,77402
e6dab9a6-9372-7d97-4135-e26539a96990,1946-11-23,,999-48-9502,S99910544,X82404276X,Mrs.,Dell305,Sigrid676,Boyer713,,Adams676,D,white,nonhispanic,F,Hoover  Alabama  US,717 Kuphal Bay Suite 5,Opelika,Alabama,Lee County,1081,36804,32.775374398454765,-85.28027055354242,1093893.91,261162.08,40450
7476decb-b975-63e0-02c1-8723b66b0342,1952-12-31,,999-81-2350,S99911975,X72822313X,Mr.,Rashad361,Dominique369,McClure239,,,M,white,nonhispanic,M,Headland  Alabama  US,487 Skiles Stravenue Apt 47,Muscle Shoals,Alabama,Colbert County,1033,35660,34.73604022829018,-87.75033820767163,139591.48,314520.96,184177
2435328f-2b17-17a4-f4ae-c8e170a9ef05,1981-07-16,,999-59-5763,S99976930,X64325603X,Mr.,Allan198,Kennith515,Morissette863,,,M,white,nonhispanic,M,Tuskegee  Alabama  US,432 Gulgowski Passage,Mountain Brook,Alabama,Jefferson County,1073,35243,33.403659764867015,-86.78919836875379,86535.81,99566.19,567484
432d1abd-2e07-855a-94c4-e509da14f547,1956-12-02,,999-51-9988,S99924194,X20587163X,Mr.,Rickey821,Ferdinand55,Christiansen251,,,D,white,nonhispanic,M,Cottondale  Alabama  US,283 Quitzon Common,Gulf Shores,Alabama,Baldwin County,1003,36542,30.28989561766982,-87.75385812632067,154391.15,248724.08,3480
b21792cb-0541-5ae1-ddb3-3a1d4caf523b,1966-05-06,,999-90-1972,S99964419,X12757154X,Mrs.,Evelina828,Kaila152,Bosco882,,Stracke611,M,black,nonhispanic,F,Tuscaloosa  Alabama  US,829 Quitzon Parade Apt 83,White Hall,Alabama,Lowndes County,1085,36785,32.26407212856103,-86.65705924137484,145069.17,1039045.07,19534
db22deb9-ab6f-b9d6-fbff-e46b65451d84,1973-11-07,,999-90-2328,S99965903,X15548536X,Mr.,Ezequiel972,Rupert654,Halvorson124,,,D,white,nonhispanic,M,Valley Grande  Alabama  US,582 Russel Common,Tuscaloosa,Alabama,Tuscaloosa County,1125,35404,33.235319026448764,-87.5696429515976,96245.60,809673.44,953833
9c8f7cfd-25fc-79f8-9c91-d7220e2bc991,1963-06-07,,999-41-3318,S99973640,X37742410X,Mr.,Tyler508,Fabian647,Sawayn19,,,W,white,nonhispanic,M,Mobile  Alabama  US,583 Gutmann Lock,Auburn,Alabama,Lee County,1081,36801,32.55029810021362,-85.50738751471083,151932.70,744137.87,27137
4f8564cd-47b1-38f1-fff9-500787f4d600,1982-12-11,,999-23-9312,S99961560,X1738988X,Mr.,Wilmer32,,Beier427,,,S,white,nonhispanic,M,Enterprise  Alabama  US,878 Gutmann Course Unit 11,Alabaster,Alabama,Shelby County,1117,35124,33.22566917038659,-86.9257297856686,89212.93,21856.44,83831
ae40bd1e-d91c-9a0a-115d-94db55fefe38,1983-08-12,,999-19-2989,S99957914,X48414872X,Mr.,Monroe732,Ira784,Goldner995,,,M,black,nonhispanic,M,Dothan  Alabama  US,671 Zboncak Ferry,Montgomery,Alabama,Montgomery County,1101,36106,32.30673854413381,-86.45077835945548,81295.46,185668.87,19325
d2381f23-1b75-fc20-ff38-87e679c72012,1953-01-04,,999-12-2048,S99944846,X70520473X,Mrs.,Elissa919,Marcella377,Pfannerstill264,,Lemke654,M,black,nonhispanic,F,Mobile  Alabama  US,458 Lesch Road,Mobile,Alabama,Mobile County,1097,36571,30.747510333034377,-88.14570672839685,254743.94,748291.70,11025
f0321ad2-7ae9-b1e0-8ecd-1b44143ad403,1978-11-12,,999-74-1678,S99965140,X18260400X,Mrs.,Alva958,Renae431,Klocko335,,Stracke611,M,white,nonhispanic,F,Athens  Alabama  US,883 Braun Skyway Unit 14,Opelika,Alabama,Lee County,1081,36801,32.58759739397379,-85.51057106830643,40683.64,63644.67,4957
4a26300c-dc0e-245f-0ecc-87284cdc518e,1983-07-17,,999-61-3546,S99928377,X59351495X,Mrs.,Emerald468,Darleen361,Sanford861,,Weber641,M,white,nonhispanic,F,Alexander City  Alabama  US,923 Prosacco Divide Apt 19,Gadsden,Alabama,Etowah County,1055,35904,33.814174754410175,-85.92080598616971,213496.02,525665.93,58549
c7abe36a-45fd-5ada-ce46-7a1995bf79b1,1970-03-27,,999-23-8341,S99911775,X15825629X,Mr.,Lawerence6,Ian270,Ward668,,,M,white,nonhispanic,M,Hoover  Alabama  US,690 Quitzon Common,Mobile,Alabama,Mobile County,1097,36611,30.80339021025399,-88.05376278544652,155567.75,163944.64,8305
aa15931a-53de-1398-9f6b-4c8519b51ead,1989-09-02,,999-13-4733,S99921715,X13460061X,Ms.,Stephani232,Chrystal576,Langworth352,,,S,white,nonhispanic,F,Elkmont  Alabama  US,756 Ullrich Key,Opelika,Alabama,Lee County,1081,36804,32.74357542644678,-85.25843698627719,198905.29,436710.05,9180
b4da859f-eca5-e263-db44-dff723daa2ad,1969-06-23,,999-69-9917,S99944872,X46167008X,Mrs.,Laurinda852,Renna830,Cole117,,Howe413,D,white,nonhispanic,F,Dothan  Alabama  US,619 Stroman Terrace,Hoover,Alabama,Jefferson County,1117,35242,33.34946981325604,-86.83254038878411,445692.91,1251006.50,19438
13ff168e-11d0-6e45-9518-ad2c0490dd47,1982-01-16,,999-96-5796,S99940520,X12134762X,Mrs.,Beatriz277,Delicia67,Robel940,,Krajcik437,D,white,nonhispanic,F,Hokes Bluff  Alabama  US,590 Kuphal Rue,Sheffield,Alabama,Colbert County,1033,35661,34.796547063804425,-87.59023780376384,437664.33,585857.10,1967
5ca6d146-2ae9-8a31-6ba9-5ad723ef8efa,1971-09-20,,999-34-5538,S99932902,X81235057X,Mrs.,Pura348,Janie347,Harvey63,,Casper496,M,white,nonhispanic,F,Mobile  Alabama  US,161 Rohan Trailer Suite 45,Birmingham,Alabama,Jefferson County,1073,35212,33.52982720444633,-86.72374899617074,681267.09,394016.52,38835
dd258090-dc9a-8f63-9c36-4923dec89249,2003-11-22,,999-90-9139,S99983879,X58575742X,Ms.,Edith654,Earnestine14,Jacobi462,,,,white,nonhispanic,F,Huntsville  Alabama  US,998 Leannon Pathway Suite 9,Gadsden,Alabama,Etowah County,1055,35903,33.90980415081404,-86.13868444843396,8937.00,199206.20,17618
6c3c09a4-a04b-31db-df33-7f962776225c,2001-07-20,,999-86-8223,S99936127,X12963316X,Ms.,Adrian111,Eleonor544,Mueller846,,,,black,nonhispanic,F,Helena  Alabama  US,682 Halvorson Boulevard,Semmes,Alabama,Mobile County,,00000,30.793401298788645,-88.18894839517895,13483.68,93107.83,10016
c6bb6249-d13b-c096-f814-1d4abdd5b83a,1981-01-14,,999-54-6144,S99960248,X76154084X,Mr.,Joesph309,Duane703,Reichert620,,,D,black,nonhispanic,M,Huntsville  Alabama  US,350 Fritsch Annex Unit 36,Birmingham,Alabama,Jefferson County,1073,35005,33.6534884244704,-86.76172383720454,26657.16,53513.59,17374
52901869-09dc-ca71-405f-79344cd80577,1982-07-28,,999-62-1689,S99938842,X5718360X,Mrs.,Traci329,Norine97,Doyle959,,Hamill307,M,black,nonhispanic,F,Hokes Bluff  Alabama  US,1058 Jast Vista,Alabaster,Alabama,Shelby County,1117,35114,33.10587437322691,-86.86785719417009,165632.83,575616.94,147723
67b4fdf0-06c9-fe85-0de5-97cbeb6881ea,1991-06-06,,999-81-5241,S99982524,X49596123X,Mr.,Woodrow571,Bo157,Brakus656,,,M,white,nonhispanic,M,Daphne  Alabama  US,808 Gleason Trafficway Apt 68,Cullman,Alabama,Cullman County,1043,35179,34.19819685547369,-86.87013531149198,175116.18,63775.35,4383
6425497c-1fcf-a487-fbfb-9682b1cd0b53,1966-04-17,,999-44-7329,S99942452,X42489585X,Mrs.,Miyoko154,Julietta740,Armstrong51,,Purdy2,D,white,nonhispanic,F,Pell City  Alabama  US,647 Ratke Corner Unit 68,Winfield,Alabama,Marion County,1093,35563,34.003806465372584,-87.74882934445031,363778.71,1049641.19,15876
71780676-89f2-9412-77f8-5f85140532ea,1985-08-11,,999-30-9291,S99917641,X25129614X,Mr.,Lonny638,Bruno518,Rempel203,,,D,white,nonhispanic,M,Fultondale  Alabama  US,619 Blanda Flat,Indian Springs,Alabama,Shelby County,1117,35244,33.38748941878044,-86.63178516229681,105158.91,0.00,39390
67d85f48-5a78-8c74-e1c5-354ee61db2b7,1998-10-31,,999-23-4521,S99992628,X24272792X,Mr.,Abram53,Travis723,Roob72,,,,black,nonhispanic,M,Hoover  Alabama  US,1080 Beier Walk,Birmingham,Alabama,Jefferson County,1073,35213,33.52580337436562,-86.79118681671162,83508.54,775547.64,79486
66058e0e-26bd-8def-05c3-62c6966f7364,1970-10-11,,999-67-9467,S99992760,X19335735X,Mr.,Carlo647,,Littel644,,,D,black,nonhispanic,M,Opelika  Alabama  US,662 Hahn Green Unit 41,Opelika,Alabama,Lee County,1081,36830,32.55932776921828,-85.52481331544206,33970.09,80427.23,99377
57c2e01e-59d3-0d72-7fe9-7f3ed9701503,2004-10-19,,999-14-1052,S99924482,,Ms.,Maritza144,Jacqulyn231,Bechtelar572,,,,white,nonhispanic,F,Irondale  Alabama  US,581 Kuhn Gateway Suite 6,Springville,Alabama,St. Clair County,1115,35146,33.77082723062512,-86.4248511770709,132223.59,0.00,55699
a33bd0a5-0548-8a4b-da51-e5aa79ef025c,1955-01-22,,999-79-1981,S99940334,X40023367X,Mrs.,Earnestine14,,Kautzer186,,Deckow585,M,white,nonhispanic,F,Southside  Alabama  US,363 Schuster Promenade,Smoke Rise,Alabama,Blount County,,00000,33.84993177376387,-86.79996529339209,354646.42,1790427.35,34881
1363bd23-54d7-e9d0-7028-05913a185214,2012-10-29,2020-06-18,999-74-4590,,,,Yadira684,,Fritsch593,,,,black,nonhispanic,F,Opp  Alabama  US,325 Frami Spur,Alexander City,Alabama,Tallapoosa County,1123,35010,32.99292116652035,-86.08108649091538,19559.83,89089.14,181690
17d73990-c6c2-b4e3-2397-f343e0394af4,1985-03-06,,999-79-9781,S99916693,X45660600X,Mr.,Claudio955,Antonio44,Godínez202,,,M,black,hispanic,M,Santiago  Santiago Province  CL,649 Becker Highlands,Montgomery,Alabama,Montgomery County,1101,36109,32.44390106553122,-86.33086865407054,54085.95,14142.65,192084
26a6c69c-330a-925c-8fd4-baf7fe8edd77,1984-08-19,,999-12-2642,S99975490,X8444936X,Mrs.,Maragaret140,Natalya468,Kris249,,Bartell116,M,white,nonhispanic,F,Northport  Alabama  US,742 Kerluke Ville Suite 2,Clay,Alabama,Jefferson County,1073,35173,33.66550499811415,-86.60874180021911,289055.32,687273.97,95766
66f13892-c00d-4e65-4db3-0630b8b62373,1975-07-13,,999-84-9250,S99931365,X16758197X,Mr.,Ike571,Sherman440,Kunde533,,,M,black,nonhispanic,M,Mobile  Alabama  US,1088 Thiel View Apt 68,Alexandria,Alabama,Calhoun County,1015,36250,33.756783421019115,-85.9307220322422,91632.23,21430.65,123931
b75c271d-bd63-a05a-9a86-6e383b3d0c07,1954-03-15,,999-78-1751,S99915572,X44723581X,Mr.,Denis399,Major265,Wisozk929,,,M,white,nonhispanic,M,Daleville  Alabama  US,174 Leuschke Tunnel,Slocomb,Alabama,Geneva County,1061,36344,31.072482762223263,-85.53717536272192,189757.25,112370.84,50291
80ff8a4d-0e8f-8c80-6a47-45452c1c0da7,1952-11-22,2022-08-14,999-22-7711,S99939965,X45184870X,Mrs.,Alesia841,Reyna401,Feeney44,,Murazik203,M,white,nonhispanic,F,Notasulga  Alabama  US,201 Tromp Byway,Dothan,Alabama,Houston County,1067,36345,31.104640394410627,-85.38091143556407,257405.95,744349.50,24005
669d1f64-5054-d1a3-afc1-72636c6dcba9,2001-08-04,,999-49-5616,S99977003,X58123057X,Ms.,Marg761,Marcelene872,Herzog843,,,,white,nonhispanic,F,Elmore  Alabama  US,316 Blick Trafficway,Montgomery,Alabama,Montgomery County,1101,36106,32.35297485021406,-86.12784156494014,35979.33,964962.54,17030
b09689b5-bf39-5fac-3e73-263656d4026f,1990-08-12,,999-68-9393,S99938541,X58922555X,Mr.,Cesar434,Mark765,Kling921,,,M,asian,nonhispanic,M,Northport  Alabama  US,486 Berge Ranch Unit 75,Huntsville,Alabama,Madison County,1089,35810,34.705966433949946,-86.37495300420491,33023.36,777156.72,10286
c3451f90-b010-e149-3118-394374154eb1,1952-11-22,,999-48-8980,S99943507,X54205555X,Mrs.,Wanita14,Erlene813,Bins636,,Ankunding277,D,white,nonhispanic,F,Lineville  Alabama  US,186 White Extension,Dothan,Alabama,Houston County,1069,36312,31.12198817180983,-85.4282723517558,422739.01,483901.01,24005
ee06c474-c83a-0239-9e65-71db6ecb14cc,1969-12-05,,999-63-5107,S99973066,X47027361X,Mr.,Rod343,Lenard338,Schulist381,,,D,black,nonhispanic,M,Scottsboro  Alabama  US,725 Lockman Ville,Altoona,Alabama,Etowah County,1055,35952,34.09728600260077,-86.28133192245346,86727.11,24869.04,32801
088b7354-3209-515b-ba90-85045de01305,1980-05-04,,999-90-6594,S99920730,X35654613X,Mrs.,Angelique249,Verlie371,Bosco882,,Hauck852,M,white,nonhispanic,F,Boaz  Alabama  US,717 Kerluke Throughway,Tuscaloosa,Alabama,Tuscaloosa County,1125,35406,33.17151800886046,-87.46399179880481,1416113.94,0.00,52679
f0fc2bef-2ab8-6ea6-ed02-6606fa85a1bf,1980-02-05,,999-76-3467,S99943574,X72527679X,Ms.,Petronila724,Sari509,Orn563,,,S,white,nonhispanic,F,Carlisle-Rockledge  Alabama  US,448 Wunsch Fort,Tuscaloosa,Alabama,Tuscaloosa County,1125,35401,33.05131108038376,-87.46391786371045,153375.99,836860.34,493373
6210901a-bbed-199a-5dcb-7a7cb3ac4edc,1983-05-03,,999-75-7088,S99943552,X34090025X,Mrs.,Tiffanie406,Nilsa143,Cormier289,,Robel940,M,white,nonhispanic,F,Tuscaloosa  Alabama  US,446 Barton Rapid Unit 91,Montgomery,Alabama,Montgomery County,1101,36106,32.4232885406541,-86.19931547667426,229823.96,1350582.14,75936
0b0b9533-3ac0-6ed5-9813-e05dfa876890,2001-09-22,,999-32-1292,S99978914,X18645291X,Mr.,Forrest301,Noel608,Kemmer137,,,,white,nonhispanic,M,Montgomery  Alabama  US,236 Considine Walk,Montgomery,Alabama,Montgomery County,1101,36043,32.342629091522134,-86.26338277212137,12210.63,787586.39,20232
d07fc1dc-853e-3eab-372d-fba7b03b8fa5,1992-04-01,,999-72-8227,S99986016,X82704825X,Ms.,Violeta106,,Schroeder447,,,S,white,nonhispanic,F,Tuscaloosa  Alabama  US,262 Harris Camp Apt 15,Huntsville,Alabama,Madison County,1089,35805,34.60288191679641,-86.4996216344216,28677.45,543357.50,2144
1bb15a33-85d6-e12a-d8b4-11ee5845e3dd,1956-07-05,2022-08-24,999-66-1265,S99952472,X20612639X,Mr.,Hilario934,,Schiller186,,,D,white,nonhispanic,M,Mobile  Alabama  US,654 Medhurst Byway Suite 28,Huntsville,Alabama,Madison County,1089,35759,34.62243962777812,-86.54322078148401,141659.33,96553.57,31748
a85cb359-ee8c-06d9-f44a-17f9c6051454,2002-12-21,,999-15-1070,S99964294,X85134093X,Ms.,Thelma273,Manda751,Prohaska837,,,,white,nonhispanic,F,Huntsville  Alabama  US,372 Swaniawski Road Unit 3,Chelsea,Alabama,Shelby County,1117,35147,33.41931798189537,-86.58809416307561,66611.58,14567.42,117703
b37c4bf2-13c0-76b8-150b-04741f72ff5f,1956-07-05,,999-79-6820,S99983593,X14543481X,Mr.,Nelson403,,Marks830,,,S,white,nonhispanic,M,Decatur  Alabama  US,393 Gerlach Knoll Unit 0,Huntsville,Alabama,Madison County,1089,35801,34.79329935897388,-86.63136035991597,113374.33,141013.58,31748
39c19523-5b82-ac7e-7037-db22b1bbb7a8,1963-03-15,,999-82-4845,S99953387,X81189301X,Mrs.,Corina534,Ilana185,Watsica258,,Kilback373,M,white,nonhispanic,F,Tuscaloosa  Alabama  US,769 Herzog Knoll,Marion,Alabama,Perry County,1105,36756,32.61525823855509,-87.37929299608744,451142.75,2212213.03,151213
08aaa953-8236-b57e-6743-797ff0551a04,2004-11-24,,999-52-2561,S99912080,,Mr.,Cleveland582,,Ziemann98,,,,black,nonhispanic,M,Prattville  Alabama  US,656 Gottlieb Common,Birmingham,Alabama,Jefferson County,1073,35211,33.735671629976224,-86.6142982368257,5843.77,24610.42,19647
68521632-5c0f-8ca8-08b1-959660723cdb,1965-04-06,,999-18-3638,S99938322,X13804622X,Ms.,Terina405,Leta870,Hagenes547,,,S,white,nonhispanic,F,Dothan  Alabama  US,392 Spencer Path,Fayette,Alabama,Fayette County,1057,35555,33.66582175605167,-87.81233996198952,198979.44,700560.91,31203
30d4673b-6256-3c2d-79de-6d17019cfbdf,1942-04-15,,999-59-3715,S99944623,X26115975X,Mrs.,Bailey598,Chasidy481,Schowalter414,,Hyatt152,M,white,nonhispanic,F,Jackson  Alabama  US,597 Legros Annex Unit 56,Indian Springs,Alabama,Shelby County,1117,35244,33.39360855136124,-86.82281975921892,2052170.01,224842.31,67008
d22a62b1-63ea-a525-10ea-e923dda51965,2001-07-25,,999-46-1110,S99995940,X63008362X,Ms.,Fairy757,Florine959,Turner526,,,,white,nonhispanic,F,Coaling  Alabama  US,344 Cole Harbor,Birmingham,Alabama,Jefferson County,1073,35064,33.665912484581455,-87.11638318527622,46713.29,13026.70,126145
0ef74e5f-d0fc-59da-ffbb-9b0916cee254,1963-06-04,,999-81-3706,S99959697,X71956073X,Mr.,Kristopher775,Trent525,Wilkinson796,,,M,white,nonhispanic,M,Auburn  Alabama  US,764 Shanahan Promenade Apt 60,Butler,Alabama,Choctaw County,1023,36904,32.118782912389165,-88.23345417103165,64789.28,75392.39,8441
99055bad-6526-d9d2-0125-ae56dbbaf6dd,1956-09-01,2020-05-09,999-88-5465,S99962998,X75350100X,Mr.,Marcelo725,Ernest565,Stark857,,,M,white,nonhispanic,M,Guin  Alabama  US,372 Lesch Wynd,Calera,Alabama,Shelby County,1117,35040,33.26310493384429,-86.74888593353019,161176.04,63533.68,56887
3e476832-2641-54c3-2a4c-4ccc5ee72545,1963-01-06,,999-38-1739,S99941072,X8378763X,Mr.,Bernardo699,José Eduardo181,Olivares593,,,M,black,nonhispanic,M,Bayamon  Puerto Rico  PR,1053 Leffler Trace Suite 72,Saraland,Alabama,Mobile County,1097,36572,30.983916149609524,-88.14860316823415,101563.03,99103.15,1955
88fb29e9-3577-588b-dedf-952a85b09a8d,1995-12-18,,999-80-8544,S99964570,X85104182X,Mrs.,Shaquita282,Wynell591,Hodkiewicz467,,Willms744,M,black,nonhispanic,F,Berry  Alabama  US,426 Veum Crossing,Montgomery,Alabama,Montgomery County,1101,36064,32.418134288844,-86.27088303529595,165547.21,108395.11,3162
4ed4706d-4eda-9dbf-02e6-cad921a4ea8e,2000-06-20,,999-78-8888,S99947083,X54154450X,Ms.,Delinda651,Hollis7,Predovic534,,,,black,nonhispanic,F,Montgomery  Alabama  US,1067 Hane Flat Unit 19,Birmingham,Alabama,Jefferson County,1073,35234,33.53865724615587,-86.86004125096797,31214.13,450807.26,21086
ec07ebff-6c6d-626a-2563-3784cb925da7,1956-09-01,2010-12-02,999-23-7408,S99964296,X60816804X,Mr.,Byron202,Dino214,Hilll811,,,M,white,nonhispanic,M,Phenix City  Alabama  US,101 Cruickshank Boulevard,Calera,Alabama,Shelby County,1117,35115,33.221708638296896,-86.79114424498626,111760.89,31777.59,56887
e683ef58-688b-62d0-7542-609e9c96683a,1956-09-01,,999-91-5333,S99952226,X42388973X,Mr.,Edmund685,,Jacobi462,,,M,white,nonhispanic,M,Decatur  Alabama  US,884 Wisozk Dale Apt 79,Calera,Alabama,Shelby County,1117,35040,33.09472265478851,-86.84898835090372,549107.98,329730.12,56887
08254257-2cbf-b121-f52e-92dfa52ef3d6,1992-04-03,,999-11-2199,S99920591,X73681089X,Mrs.,Lai148,Candida654,Turcotte120,,Batz141,M,black,nonhispanic,F,Bridgeport  Alabama  US,276 Luettgen Crossroad,Pike Road,Alabama,Montgomery County,1101,36064,32.22190732299747,-86.17216537010252,998457.57,0.00,51156
